Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A8V0Y2Z3	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	127	IPR035076	25..98
A0A8V5H3K0	unreviewed	UPAR/Ly6 domain-containing protein	13146	Melopsittacus undulatus	122	IPR035076	19..92
A0A8V5H6D6	unreviewed	UPAR/Ly6 domain-containing protein	13146	Melopsittacus undulatus	127	IPR035076	22..97
A0A914ADK4	unreviewed	Uncharacterized protein	46514	Patiria miniata	124	IPR035076	36..100
A0A915EI99	unreviewed	Uncharacterized protein	166011	Ditylenchus dipsaci	159	IPR035076	64..120
A0A915FBG5	unreviewed	Uncharacterized protein	2138241	Mesorhabditis belari	130	IPR035076	22..98
A0A915GUI8	unreviewed	Uncharacterized protein	2138241	Mesorhabditis belari	142	IPR035076	43..101
A0A915PX64	unreviewed	Uncharacterized protein	48799	Setaria digitata	152	IPR035076	51..113
A0A973Y534	unreviewed	LY6E protein	468512	Rhegmatorhina hoffmannsi	109	IPR035076	5..79
A0A973Y5Q0	unreviewed	LY6E protein	468512	Rhegmatorhina hoffmannsi	112	IPR035076	9..82
A0A974B4U5	unreviewed	LY6E protein	468512	Rhegmatorhina hoffmannsi	109	IPR035076	3..79
A0A974BD24	unreviewed	LY6E protein	468512	Rhegmatorhina hoffmannsi	94	IPR035076	4..88
A0A974CL47	unreviewed	Uncharacterized protein	8355	Xenopus laevis	131	IPR035076	23..92
A0A974CLJ7	unreviewed	Uncharacterized protein	8355	Xenopus laevis	100	IPR035076	1..70
A0A974CPE8	unreviewed	Uncharacterized protein	8355	Xenopus laevis	125	IPR035076	24..95
A0A974CQA0	unreviewed	Uncharacterized protein	8355	Xenopus laevis	122	IPR035076	21..92
A0A974CQT3	unreviewed	Uncharacterized protein	8355	Xenopus laevis	82	IPR035076	19..54
A0A974CRG2	unreviewed	Uncharacterized protein	8355	Xenopus laevis	130	IPR035076	22..98
A0A974CRW6	unreviewed	Uncharacterized protein	8355	Xenopus laevis	85	IPR035076	20..55
A0A974HGM1	unreviewed	Uncharacterized protein	8355	Xenopus laevis	132	IPR035076	22..92
A0A974HH25	unreviewed	Uncharacterized protein	8355	Xenopus laevis	120	IPR035076	22..92
A0A974HH29	unreviewed	Uncharacterized protein	8355	Xenopus laevis	137	IPR035076	32..105
A0S865	reviewed	Irditoxin subunit B	92519	Boiga irregularis	111	IPR035076	44..109
A1IVR7	reviewed	Alpha-elapitoxin-Bc2c	92438	Bungarus candidus	75	IPR035076	5..67
A1IVR8	reviewed	Alpha-elapitoxin-Bc2a	92438	Bungarus candidus	75	IPR035076	5..67
A1IVR9	reviewed	Alpha-elapitoxin-Bc2b	92438	Bungarus candidus	75	IPR035076	12..67
A5X2W8	reviewed	Three-finger toxin 3	8762	Sistrurus catenatus edwardsii	89	IPR035076	23..88
A7X3M9	reviewed	Probable weak neurotoxin 3FTx-Lio1	338838	Erythrolamprus poecilogyrus	85	IPR035076	19..82
A7X3R6	reviewed	Toxin 3FTx-Lei1	46577	Leioheterodon madagascariensis	85	IPR035076	23..85
A7X3V0	reviewed	Toxin 3FTx-Tel4	338837	Telescopus dhara	111	IPR035076	44..109
A7X4R0	reviewed	Long neurotoxin 3FTx-Oxy2	111177	Oxyuranus microlepidotus	92	IPR035076	24..86
A7X4T2	reviewed	Three-finger toxin 3FTx-Oxy6	111177	Oxyuranus microlepidotus	81	IPR035076	23..80
A8HDK4	reviewed	Long neurotoxin 1	100989	Tropidechis carinatus	93	IPR035076	29..85
A8HDK6	reviewed	Long neurotoxin 1	8673	Pseudonaja textilis	89	IPR035076	31..81
A8HDK9	reviewed	Long neurotoxin 1	8667	Oxyuranus scutellatus scutellatus	92	IPR035076	24..86
A8S6A8	reviewed	Long neurotoxin 1	29156	Austrelaps superbus	90	IPR035076	30..85
B2BRQ7	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	89	IPR035076	31..81
B2BRQ8	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	88	IPR035076	30..85
B2BRQ9	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	90	IPR035076	30..85
B2BRR0	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	88	IPR035076	29..85
B2BRR2	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	88	IPR035076	29..85
B2BRR4	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	88	IPR035076	29..85
B2BRR8	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	88	IPR035076	30..85
B2BRS1	unreviewed	Snake toxin/toxin-like domain-containing protein	471292	Austrelaps labialis	93	IPR035076	29..85
B5FYB6	unreviewed	UPAR/Ly6 domain-containing protein	59729	Taeniopygia guttata	126	IPR035076	22..96
C0HJD3	reviewed	Fulgimotoxin	121355	Oxybelis fulgidus	74	IPR035076	10..73
C0HJT5	reviewed	Ringhalexin	8626	Hemachatus haemachatus	65	IPR035076	15..64
C3XRB6	unreviewed	Snake toxin/toxin-like domain-containing protein	7739	Branchiostoma floridae	132	IPR035076	34..101
C5ILC5	reviewed	Alpha-elapitoxin-Oh2a	8665	Ophiophagus hannah	93	IPR035076	24..86
D2HHG8	unreviewed	UPAR/Ly6 domain-containing protein	9646	Ailuropoda melanoleuca	100	IPR035076	6..79
D2N116	reviewed	Alpha-delta-bungarotoxin-4	132961	Bungarus caeruleus	76	IPR035076	5..68
D2N117	unreviewed	Snake toxin/toxin-like domain-containing protein	92438	Bungarus candidus	76	IPR035076	5..68
D2N118	unreviewed	Snake toxin/toxin-like domain-containing protein	92438	Bungarus candidus	76	IPR035076	5..68
D2N120	unreviewed	Snake toxin/toxin-like domain-containing protein	92438	Bungarus candidus	76	IPR035076	5..68
D2N121	unreviewed	Snake toxin/toxin-like domain-containing protein	8616	Bungarus multicinctus	76	IPR035076	5..68
D2N122	unreviewed	Snake toxin/toxin-like domain-containing protein	8616	Bungarus multicinctus	76	IPR035076	5..68
D3ZF96	unreviewed	UPAR/Ly6 domain-containing protein	10116	Rattus norvegicus	127	IPR035076	22..93
D4A6F2	unreviewed	UPAR/Ly6 domain-containing protein	10116	Rattus norvegicus	197	IPR035076	102..173
D4A707	unreviewed	UPAR/Ly6 domain-containing protein	10116	Rattus norvegicus	127	IPR035076	24..100
D4ABI9	unreviewed	Snake toxin/toxin-like domain-containing protein	10116	Rattus norvegicus	111	IPR035076	21..88
D5J9P5	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	88	IPR035076	23..87
D5J9P6	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	88	IPR035076	23..87
D5J9P8	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	88	IPR035076	23..87
D5J9P9	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	86	IPR035076	24..85
D5J9Q0	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	86	IPR035076	24..85
D5J9Q1	unreviewed	Snake toxin/toxin-like domain-containing protein	8614	Bungarus flaviceps	86	IPR035076	24..85
E1B8I3	unreviewed	UPAR/Ly6 domain-containing protein	9913	Bos taurus	128	IPR035076	27..100
E2ITZ2	unreviewed	Snake toxin/toxin-like domain-containing protein	8656	Naja atra	86	IPR035076	23..85
E2ITZ7	unreviewed	Snake toxin/toxin-like domain-containing protein	8656	Naja atra	81	IPR035076	32..81
E2IU02	unreviewed	Snake toxin/toxin-like domain-containing protein	8656	Naja atra	67	IPR035076	4..66
E3LS43	unreviewed	Snake toxin/toxin-like domain-containing protein	31234	Caenorhabditis remanei	145	IPR035076	26..83
E3LV69	unreviewed	Snake toxin/toxin-like domain-containing protein	31234	Caenorhabditis remanei	144	IPR035076	55..112
F1T0L0	unreviewed	UPAR/Ly6 domain-containing protein	9606	Homo sapiens	125	IPR035076	28..100
F5CPD4	unreviewed	Snake toxin/toxin-like domain-containing protein	129457	Micrurus altirostris	84	IPR035076	22..83
F5CPE5	unreviewed	Snake toxin/toxin-like domain-containing protein	129457	Micrurus altirostris	86	IPR035076	36..85
F6XIX4	unreviewed	UPAR/Ly6 domain-containing protein	9258	Ornithorhynchus anatinus	120	IPR035076	21..91
F7B610	unreviewed	UPAR/Ly6 domain-containing protein	9796	Equus caballus	246	IPR035076	139..211
F7CE72	unreviewed	Snake toxin/toxin-like domain-containing protein	13616	Monodelphis domestica	112	IPR035076	27..94
F7H437	unreviewed	UPAR/Ly6 domain-containing protein	9483	Callithrix jacchus	116	IPR035076	21..92
F8J2E3	unreviewed	Snake toxin/toxin-like domain-containing protein	66186	Drysdalia coronoides	88	IPR035076	30..85
F8J2E5	reviewed	Long neurotoxin 469	66186	Drysdalia coronoides	92	IPR035076	31..84
F8J2E6	reviewed	Long neurotoxin 31	66186	Drysdalia coronoides	88	IPR035076	29..85
F8J2E8	unreviewed	Snake toxin/toxin-like domain-containing protein	66186	Drysdalia coronoides	88	IPR035076	29..85
F8J2F1	unreviewed	Snake toxin/toxin-like domain-containing protein	66186	Drysdalia coronoides	88	IPR035076	29..85
F8J2F2	reviewed	Long neurotoxin 20	66186	Drysdalia coronoides	88	IPR035076	29..85
F8QZ63	unreviewed	Snake toxin/toxin-like domain-containing protein	66186	Drysdalia coronoides	78	IPR035076	33..78
F8QZ65	unreviewed	Snake toxin/toxin-like domain-containing protein	66186	Drysdalia coronoides	78	IPR035076	33..78
G0MKD9	unreviewed	Snake toxin/toxin-like domain-containing protein	135651	Caenorhabditis brenneri	134	IPR035076	26..83
G1K0W0	unreviewed	Snake toxin/toxin-like domain-containing protein	6239	Caenorhabditis elegans	154	IPR035076	58..115
G1L3K2	unreviewed	UPAR/Ly6 domain-containing protein	9646	Ailuropoda melanoleuca	128	IPR035076	28..101
G1NJZ3	unreviewed	UPAR/Ly6 domain-containing protein	9103	Meleagris gallopavo	126	IPR035076	22..96
G1NJZ4	unreviewed	UPAR/Ly6 domain-containing protein	9103	Meleagris gallopavo	126	IPR035076	22..96
G1Q6X2	unreviewed	UPAR/Ly6 domain-containing protein	59463	Myotis lucifugus	116	IPR035076	21..92
G1QKT9	unreviewed	UPAR/Ly6 domain-containing protein	61853	Nomascus leucogenys	125	IPR035076	28..100
G1U6Z7	unreviewed	UPAR/Ly6 domain-containing protein	9986	Oryctolagus cuniculus	111	IPR035076	21..88
G3I918	unreviewed	UPAR/Ly6 domain-containing protein	10029	Cricetulus griseus	127	IPR035076	24..100
G3I920	unreviewed	UPAR/Ly6 domain-containing protein	10029	Cricetulus griseus	116	IPR035076	21..92
G3IHD6	unreviewed	steroid 11beta-monooxygenase	10029	Cricetulus griseus	555	IPR035076	21..88
G3RTI8	unreviewed	UPAR/Ly6 domain-containing protein	9595	Gorilla gorilla gorilla	125	IPR035076	28..100
G3SLJ6	unreviewed	UPAR/Ly6 domain-containing protein	9785	Loxodonta africana	127	IPR035076	24..100
G3TMV3	unreviewed	UPAR/Ly6 domain-containing protein	9785	Loxodonta africana	116	IPR035076	21..92
G3TQF0	unreviewed	Snake toxin/toxin-like domain-containing protein	9785	Loxodonta africana	97	IPR035076	23..95
G3TYP1	unreviewed	UPAR/Ly6 domain-containing protein	9785	Loxodonta africana	111	IPR035076	21..88
G3X079	unreviewed	UPAR/Ly6 domain-containing protein	9305	Sarcophilus harrisii	111	IPR035076	11..82
G5AWD9	unreviewed	Snake toxin/toxin-like domain-containing protein	10181	Heterocephalus glaber	77	IPR035076	13..54
G5AWG5	unreviewed	UPAR/Ly6 domain-containing protein	10181	Heterocephalus glaber	130	IPR035076	21..98
G5C8X8	unreviewed	UPAR/Ly6 domain-containing protein	10181	Heterocephalus glaber	126	IPR035076	21..97
G7N071	unreviewed	Snake toxin/toxin-like domain-containing protein	9544	Macaca mulatta	126	IPR035076	57..96
G7N074	unreviewed	UPAR/Ly6 domain-containing protein	9544	Macaca mulatta	127	IPR035076	28..100
G7PD21	unreviewed	Snake toxin/toxin-like domain-containing protein	9541	Macaca fascicularis	126	IPR035076	57..96
G7PD25	unreviewed	UPAR/Ly6 domain-containing protein	9541	Macaca fascicularis	127	IPR035076	28..100
G9K915	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	119	IPR035076	24..95
G9K917	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	125	IPR035076	26..99
H0W9V6	unreviewed	UPAR/Ly6 domain-containing protein	10141	Cavia porcellus	122	IPR035076	21..93
H0WVP2	unreviewed	UPAR/Ly6 domain-containing protein	30611	Otolemur garnettii	127	IPR035076	24..100
H0XJL4	unreviewed	Snake toxin/toxin-like domain-containing protein	30611	Otolemur garnettii	116	IPR035076	21..92
H0XNS6	unreviewed	Snake toxin/toxin-like domain-containing protein	30611	Otolemur garnettii	111	IPR035076	21..88
H0ZR58	unreviewed	UPAR/Ly6 domain-containing protein	59729	Taeniopygia guttata	122	IPR035076	22..92
H0ZR62	unreviewed	UPAR/Ly6 domain-containing protein	59729	Taeniopygia guttata	126	IPR035076	22..96
H0ZR63	unreviewed	UPAR/Ly6 domain-containing protein	59729	Taeniopygia guttata	126	IPR035076	23..96
H1A522	unreviewed	UPAR/Ly6 domain-containing protein	59729	Taeniopygia guttata	152	IPR035076	46..109
H2PRB6	unreviewed	UPAR/Ly6 domain-containing protein	9601	Pongo abelii	125	IPR035076	28..100
H2R224	unreviewed	UPAR/Ly6 domain-containing protein	9598	Pan troglodytes	125	IPR035076	28..100
H9G4V9	unreviewed	UPAR/Ly6 domain-containing protein	28377	Anolis carolinensis	126	IPR035076	24..97
H9GQH3	unreviewed	UPAR/Ly6 domain-containing protein	28377	Anolis carolinensis	142	IPR035076	51..112
I3JWN8	unreviewed	UPAR/Ly6 domain-containing protein	8128	Oreochromis niloticus	207	IPR035076	114..184
K7DZP7	unreviewed	UPAR/Ly6 domain-containing protein	13616	Monodelphis domestica	121	IPR035076	21..92
K7F1B4	unreviewed	Snake toxin/toxin-like domain-containing protein	13735	Pelodiscus sinensis	59	IPR035076	4..39
K7FI05	unreviewed	UPAR/Ly6 domain-containing protein	13735	Pelodiscus sinensis	126	IPR035076	21..96
K7FIX3	unreviewed	UPAR/Ly6 domain-containing protein	13735	Pelodiscus sinensis	92	IPR035076	6..84
K7FJ01	unreviewed	UPAR/Ly6 domain-containing protein	13735	Pelodiscus sinensis	99	IPR035076	22..98
K9IFW4	unreviewed	UPAR/Ly6 domain-containing protein	9430	Desmodus rotundus	116	IPR035076	21..92
L5KJ51	unreviewed	UPAR/Ly6 domain-containing protein	9402	Pteropus alecto	113	IPR035076	18..89
L5KLN2	unreviewed	Snake toxin/toxin-like domain-containing protein	9402	Pteropus alecto	154	IPR035076	32..112
L8IEU0	unreviewed	UPAR/Ly6 domain-containing protein	72004	Bos mutus	128	IPR035076	21..93
L8IFN6	unreviewed	UPAR/Ly6 domain-containing protein	72004	Bos mutus	116	IPR035076	21..92
L8IIX7	unreviewed	UPAR/Ly6 domain-containing protein	72004	Bos mutus	128	IPR035076	24..100
L9KKE9	unreviewed	UPAR/Ly6 domain-containing protein	246437	Tupaia chinensis	116	IPR035076	21..92
L9KL14	unreviewed	UPAR/Ly6 domain-containing protein	246437	Tupaia chinensis	214	IPR035076	109..177
L9KQH2	unreviewed	UPAR/Ly6 domain-containing protein	246437	Tupaia chinensis	127	IPR035076	24..100
M3VU52	unreviewed	UPAR/Ly6 domain-containing protein	9685	Felis catus	128	IPR035076	28..101
M3XSP1	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	120	IPR035076	22..93
M3YZ04	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	108	IPR035076	8..81
M7AN25	unreviewed	Snake toxin/toxin-like domain-containing protein	8469	Chelonia mydas	70	IPR035076	6..39
M7APV6	unreviewed	UPAR/Ly6 domain-containing protein	8469	Chelonia mydas	203	IPR035076	101..174
M7AUH5	unreviewed	UPAR/Ly6 domain-containing protein	8469	Chelonia mydas	153	IPR035076	66..141
M7B3F0	unreviewed	UPAR/Ly6 domain-containing protein	8469	Chelonia mydas	126	IPR035076	23..96
M7BEI7	unreviewed	UPAR/Ly6 domain-containing protein	8469	Chelonia mydas	149	IPR035076	46..122
M7BEJ4	unreviewed	UPAR/Ly6 domain-containing protein	8469	Chelonia mydas	126	IPR035076	21..96
O12963	reviewed	Long neurotoxin homolog TA-bm16	8616	Bungarus multicinctus	89	IPR035076	22..88
O42255	reviewed	Weak neurotoxin 5	33626	Naja sputatrix	86	IPR035076	23..85
O42256	reviewed	Weak neurotoxin 6	33626	Naja sputatrix	86	IPR035076	23..85
P01380	reviewed	Alpha-elapitoxin-Ast2a	355677	Hydrophis stokesii	70	IPR035076	10..63
P01381	reviewed	Alpha-elapitoxin-Ast2b	355677	Hydrophis stokesii	72	IPR035076	10..63
P01382	reviewed	Alpha-elapitoxin-Nno2a	8657	Naja oxiana	73	IPR035076	6..65
P01383	reviewed	Long neurotoxin 1	8643	Naja melanoleuca	71	IPR035076	9..64
P01386	reviewed	Long neurotoxin 2	8665	Ophiophagus hannah	73	IPR035076	10..64
P01389	reviewed	Long neurotoxin 1	263737	Naja anchietae	72	IPR035076	9..64
P01393	reviewed	Alpha-elapitoxin-Djk2a	8619	Dendroaspis jamesoni kaimosae	72	IPR035076	10..64
P01395	reviewed	Alpha-elapitoxin-Dv2a	8621	Dendroaspis viridis	73	IPR035076	7..64
P01399	reviewed	Weak toxin CM-13b	96794	Naja annulifera	65	IPR035076	1..64
P01407	reviewed	Synergistic-type venom protein S2C4	8619	Dendroaspis jamesoni kaimosae	62	IPR035076	10..61
P01408	reviewed	Synergistic-type venom protein C9S3, chain 1	8618	Dendroaspis angusticeps	63	IPR035076	3..61
P01409	reviewed	Synergistic-type venom protein C9S3, chain 2	8618	Dendroaspis angusticeps	63	IPR035076	3..61
P01410	reviewed	Synergistic-type venom protein C8S2, chain 1	8618	Dendroaspis angusticeps	62	IPR035076	3..61
P01411	reviewed	Synergistic-type venom protein C8S2, chain 2	8618	Dendroaspis angusticeps	62	IPR035076	3..61
P01440	reviewed	Cytotoxin 2	35670	Naja naja	60	IPR035076	11..60
P01453	reviewed	Cytotoxin 10	96794	Naja annulifera	60	IPR035076	8..60
P01454	reviewed	Cytotoxin 9	96794	Naja annulifera	60	IPR035076	9..60
P0C554	reviewed	Neurotoxin 3FTx-RK	8613	Bungarus fasciatus	86	IPR035076	29..85
P0C8R6	reviewed	Alpha-elapitoxin-Lc2c	8628	Laticauda colubrina	69	IPR035076	11..63
P0C8R7	reviewed	Toxin Lc a	8628	Laticauda colubrina	69	IPR035076	11..63
P0C8R8	reviewed	Toxin Lc b	8628	Laticauda colubrina	69	IPR035076	11..63
P0DP58	reviewed	Ly-6/neurotoxin-like protein 1	9606	Homo sapiens	116	IPR035076	21..92
P0DP60	reviewed	Ly-6/neurotoxin-like protein 1	10090	Mus musculus	116	IPR035076	21..92
P0DP62	reviewed	Ly-6/neurotoxin-like protein 1	9544	Macaca mulatta	118	IPR035076	23..94
P0DPU8	reviewed	U-scoloptoxin(05)-Ssd1a	2609776	Scolopendra dehaani	105	IPR035076	27..103
P0DPX6	reviewed	U-scoloptoxin(05)-Sa2a	1329349	Scolopendra alternans	105	IPR035076	27..103
P0DQP2	reviewed	Venom protein SynTx	2032609	Dendroaspis jamesoni jamesoni	84	IPR035076	30..83
P0DQQ1	reviewed	Long neurotoxin Tx-NM2	8643	Naja melanoleuca	72	IPR035076	9..64
P0DQQ3	reviewed	Muscarinic toxin-like protein Tx-NM3-2	8643	Naja melanoleuca	65	IPR035076	14..64
P0DUK7	reviewed	Mu-elapitoxin-Na1a	8656	Naja atra	62	IPR035076	3..62
P14541	reviewed	Cytotoxin homolog	8649	Naja kaouthia	62	IPR035076	3..62
P15818	reviewed	Long neurotoxin homolog	8616	Bungarus multicinctus	87	IPR035076	22..87
P17696	reviewed	Synergistic-like venom protein	8618	Dendroaspis angusticeps	86	IPR035076	24..85
P18328	reviewed	Muscarinic toxin 2	8618	Dendroaspis angusticeps	86	IPR035076	24..85
P19003	reviewed	Cytotoxin homolog S3C2	8607	Aspidelaps scutatus	63	IPR035076	3..62
P19004	reviewed	Cytotoxin homolog S4C8	8607	Aspidelaps scutatus	64	IPR035076	3..63
P24776	reviewed	Cytotoxin 2	8626	Hemachatus haemachatus	61	IPR035076	3..61
P24777	reviewed	Cytotoxin 3	8626	Hemachatus haemachatus	61	IPR035076	8..61
P24778	reviewed	Cytotoxin homolog	8626	Hemachatus haemachatus	63	IPR035076	12..62
P24779	reviewed	Cytotoxin 5	8649	Naja kaouthia	60	IPR035076	9..60
P25667	reviewed	Alpha-elapitoxin-Dpp2b	8620	Dendroaspis polylepis polylepis	72	IPR035076	10..64
P25670	reviewed	Long neurotoxin 1	8607	Aspidelaps scutatus	68	IPR035076	10..63
P25680	reviewed	Weak toxin CM-10	8655	Naja nivea	65	IPR035076	1..64
P29181	reviewed	Weak neurotoxin 7	35670	Naja naja	65	IPR035076	2..64
P49122	reviewed	Cytotoxin 7	8656	Naja atra	82	IPR035076	24..82
P58370	reviewed	Alpha-neurotoxin homolog 8	54390	Micrurus corallinus	86	IPR035076	23..86
P60307	reviewed	Cytotoxin SP15a	8656	Naja atra	60	IPR035076	9..60
P60309	reviewed	Cytotoxin SP15d	8656	Naja atra	60	IPR035076	9..60
P60615	reviewed	Alpha-bungarotoxin	8616	Bungarus multicinctus	95	IPR035076	24..87
P60616	reviewed	Alpha-bungarotoxin isoform V31	8616	Bungarus multicinctus	95	IPR035076	24..87
P62375	reviewed	Cytotoxin A5	8656	Naja atra	83	IPR035076	23..83
P62377	reviewed	Cytotoxin-like basic protein	35670	Naja naja	62	IPR035076	3..62
P62390	reviewed	Cytotoxin 11	96794	Naja annulifera	62	IPR035076	3..62
P62394	reviewed	Cytotoxin 11	8642	Naja haje haje	62	IPR035076	3..62
P80156	reviewed	Long neurotoxin 4	8665	Ophiophagus hannah	72	IPR035076	2..65
P80494	reviewed	Muscarinic toxin alpha	8620	Dendroaspis polylepis polylepis	66	IPR035076	11..65
P80495	reviewed	Adrenergic toxin rho-elapitoxin-Dp1a	8620	Dendroaspis polylepis polylepis	65	IPR035076	11..64
P80965	reviewed	Long neurotoxin OH-5	8665	Ophiophagus hannah	72	IPR035076	2..64
P81030	reviewed	Muscarinic toxin 1	8618	Dendroaspis angusticeps	66	IPR035076	11..65
P81031	reviewed	Muscarinic toxin 3	8618	Dendroaspis angusticeps	65	IPR035076	10..64
P81783	reviewed	Candoxin	92438	Bungarus candidus	87	IPR035076	22..87
P82462	reviewed	Muscarinic toxin-like protein 1	8649	Naja kaouthia	65	IPR035076	14..64
P82463	reviewed	Muscarinic toxin-like protein 2	8649	Naja kaouthia	65	IPR035076	11..64
P83346	reviewed	Bucain	92438	Bungarus candidus	65	IPR035076	13..64
P85520	reviewed	Oxiana weak toxin	8657	Naja oxiana	65	IPR035076	3..64
P86423	reviewed	Frontoxin IV	129461	Micrurus frontalis	64	IPR035076	1..64
Q148C3	reviewed	Lymphocyte antigen 6D	9913	Bos taurus	128	IPR035076	21..93
Q14B14	unreviewed	UPAR/Ly6 domain-containing protein	10090	Mus musculus	111	IPR035076	21..88
